session,file,path,kind,bytes,rows,columns,distinct_settings_in_file,what_it_is,produced_by,bias,z_parking,run_settings,session_log_passage,tip,sample,session_log,session_when,excluded_why,caveat,metadata_source
2026-09-18-bench,settle2.log,sessions/data/2026-09-18-bench/settle2.log,log,286,2,free text,first line: 01:47:30 -0.5 V: n=18272 (3654/s) mean -8 sd 343 | 0.1 s block means sd 25 ||  0 V : n=183,"noise with the tip clear, 01:47-01:59",scripts/settle_wait.py,-0.5 V and 0 V,"retracted, tip clear",ADCR only,sessions/2026-09-18-bench.md 3.5,"the same blunt placeholder, tip holder REBUILT that day (~2.2 mm further back)","all-gold plate, continuity to the bias wire confirmed",sessions/2026-09-18-bench.md,"evening of 2026-09-17 local, 01:00-02:40 UTC 2026-09-18",,,session data README or session log
2026-09-18-bench,settle3.log,sessions/data/2026-09-18-bench/settle3.log,log,129,4,free text,first line: 01:51:43 n=10679 mean -3 sd 345,"noise with the tip clear, later in the same window",scripts/settle_wait.py,-0.5 V and 0 V,"retracted, tip clear",ADCR only,sessions/2026-09-18-bench.md 3.5,"the same blunt placeholder, tip holder REBUILT that day (~2.2 mm further back)","all-gold plate, continuity to the bias wire confirmed",sessions/2026-09-18-bench.md,"evening of 2026-09-17 local, 01:00-02:40 UTC 2026-09-18",,,session data README or session log
2026-09-18-bench,track_run1.csv,sessions/data/2026-09-18-bench/track_run1.csv,csv,3801,276,"t, onset_z, motor_adj",t spans 89.66,the 276 searches behind track_run1.log,scripts/track.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/track.py:13 rig.bias(38229))",swept each search,"columns t, onset_z (None if nothing found), motor_adj",sessions/2026-09-18-bench.md 3.7,"the same blunt placeholder, tip holder REBUILT that day (~2.2 mm further back)","all-gold plate, continuity to the bias wire confirmed",sessions/2026-09-18-bench.md,"evening of 2026-09-17 local, 01:00-02:40 UTC 2026-09-18",,,recovered from the producing script's source
2026-09-18-bench,track_run1.log,sessions/data/2026-09-18-bench/track_run1.log,log,1113,35,free text,first line: 02:10:18 start onset 15750,90 s of repeated slow onset searches at a FIXED motor position,scripts/track.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/track.py:13 rig.bias(38229))",swept each search,the still-motor control,sessions/2026-09-18-bench.md 3.7,"the same blunt placeholder, tip holder REBUILT that day (~2.2 mm further back)","all-gold plate, continuity to the bias wire confirmed",sessions/2026-09-18-bench.md,"evening of 2026-09-17 local, 01:00-02:40 UTC 2026-09-18",,,recovered from the producing script's source
2026-09-18-bench,zcal3_run1.csv,sessions/data/2026-09-18-bench/zcal3_run1.csv,csv,1152,44,"t, tag, z, mean","z: 0, 1150, 1175, 1200, 15400, 15425, 22400, 22425 ... (42 values); tag: p0_s4, p0_s5, p1_s0, p1_s1, p1_s2, p1_s5, p1_s6, p2_s0 ... (14 values)",the slope scan taken at each onset of zcal3_run1,scripts/zcal3.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/zcal3.py:97 rig.bias(38229))",swept in 25-count steps at each onset,"columns t (HH:MM:SS), tag (p<pass>_s<step>), z, mean",sessions/2026-09-18-bench.md 3.7,"the same blunt placeholder, tip holder REBUILT that day (~2.2 mm further back)","all-gold plate, continuity to the bias wire confirmed",sessions/2026-09-18-bench.md,"evening of 2026-09-17 local, 01:00-02:40 UTC 2026-09-18",,"holds only the slope scans, not the full sweeps; the session log's table is the fuller record",recovered from the producing script's source
2026-09-18-bench,zcal3_run1.log,sessions/data/2026-09-18-bench/zcal3_run1.log,log,1601,21,free text,first line: 02:09:00 pass 0 step -4: onset Z 32500 | slope pts 31900:8534 31925:11512,"three one-step-at-a-time passes with onset slope scans, then an X/Y check",scripts/zcal3.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/zcal3.py:97 rig.bias(38229))",swept 0-50000 after each step,one motor step per pass entry,sessions/2026-09-18-bench.md 3.7,"the same blunt placeholder, tip holder REBUILT that day (~2.2 mm further back)","all-gold plate, continuity to the bias wire confirmed",sessions/2026-09-18-bench.md,"evening of 2026-09-17 local, 01:00-02:40 UTC 2026-09-18",,,recovered from the producing script's source
2026-09-19-bench,approach1_zero_bias.log,sessions/data/2026-09-19-bench/approach1_zero_bias.log,log,4314,113,free text,first line: ====================================================================,approach at 0 V bias; contact at the first sweep point after 88 steps,Code/pc/stm_approach.py,0 V - THE ERROR,10000,--z-retracted low --motor-toward-sample negative --motor-step 1 --max-steps 300 --z-step 200,"sessions/2026-09-19-bench.md 3.5, 4","TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","the session log records it as CLAUDE'S ERROR: with the sample at 0 V the threshold could only trip on metal contact, so this cannot show a tunnelling onset",,session data README or session log
2026-09-19-bench,approach2_unknown_zero_bias.log,sessions/data/2026-09-19-bench/approach2_unknown_zero_bias.log,log,7517,195,free text,first line: ====================================================================,"direction-finding approach, ALSO at 0 V; contact at midscale after 166 steps",Code/pc/stm_approach.py,0 V - THE ERROR,midscale,direction-finding mode,"sessions/2026-09-19-bench.md 3.9, 4","TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",0 V bias: only metal contact could trip it,,session data README or session log
2026-09-19-bench,approach3_unknown.log,sessions/data/2026-09-19-bench/approach3_unknown.log,log,1375,30,free text,first line: ====================================================================,direction-finding at -0.5 V: reported LOW,Code/pc/stm_approach.py,38229 = sample -0.5 V,midscale,direction-finding mode,sessions/2026-09-19-bench.md 3.9,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"its baseline was already 6,087 counts, so the direction it reported is not trustworthy",session data README or session log
2026-09-19-bench,approach4_unknown_tool_bias.log,sessions/data/2026-09-19-bench/approach4_unknown_tool_bias.log,log,1429,31,free text,first line: ====================================================================,direction-finding with the tool setting the bias: reported HIGH,Code/pc/stm_approach.py,set by the tool,midscale,direction-finding mode,"sessions/2026-09-19-bench.md 3.9, 7","TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","INVALID: the hit was midscale itself, so the tool reported a direction from no evidence. The tool was fixed afterwards",,session data README or session log
2026-09-19-bench,approach5_unknown.log,sessions/data/2026-09-19-bench/approach5_unknown.log,log,1444,32,free text,first line: ====================================================================,"a further direction-finding approach: contact ALREADY PRESENT at midscale after 2 motor steps, 32,767 counts against a baseline of 73, so the direction could not be told and the run stopped",Code/pc/stm_approach.py,38229 = sample -0.50 V - the log prints it in its own banner,"parks at 32768 for every motor step, searching toward 10000 and toward 50000","direction-finding mode, motor step -1 per cycle, up to 700 steps; baseline 73 counts, noise 170 counts RMS, threshold 1,500 counts","NOT NAMED IN ANY SESSION LOG OR IN THE DATA README. Everything above is read from the log file itself, which prints its own settings","TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,the only data file in the four directories that no prose document mentions,read from the data file's own header
2026-09-19-bench,approach_big.log,sessions/data/2026-09-19-bench/approach_big.log,log,1830,42,free text,first line: ====================================================================,5-step motor approach: hard contact at midscale after 60 steps,Code/pc/stm_approach.py,set by the tool,midscale,--motor-step 5,sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,approach_known1.log,sessions/data/2026-09-19-bench/approach_known1.log,log,1119,26,free text,first line: ====================================================================,"--z-retracted low approach: tunnelling at Z 45,200 after 0 steps",Code/pc/stm_approach.py,set by the tool,low = retracted for this tip,known-direction mode,sessions/data/2026-09-19-bench/README.md,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,approach_newtip.log,sessions/data/2026-09-19-bench/approach_newtip.log,log,4587,118,free text,first line: ====================================================================,"1-step motor approach with the new tip, 78 steps, nothing (stopped)",Code/pc/stm_approach.py,set by the tool (fixed after the 0 V error),10000 retracted,--motor-step 1,sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,backoff2_0919.log,sessions/data/2026-09-19-bench/backoff2_0919.log,log,1778,42,free text,first line: 01:30:00 start: at Z 0 mean 32767 max|32767|,"80 further retract steps, still not clear","scripts/lift.py, scripts/backoff.py",38229 = sample -0.5 V,"0, then swept","columns t, tag, z, bias, value",sessions/2026-09-19-bench.md 3.7,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,bigswing_run1.csv,sessions/data/2026-09-19-bench/bigswing_run1.csv,csv,5977,180,"t, axis, amp, i_minus, i_plus","axis: X, Z; t spans 2.02",Z +-2000/+-8000/+-20000 and X +-5000/+-15000 toggles at 02:51; the junction faded during it,scripts/bigswing.py,38229 = sample -0.5 V,toggled about the touch point,"columns t (unix), axis (Z/X), amp, i_minus, i_plus",sessions/2026-09-19-bench.md 3.12,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"BENT tip, and the junction faded during the test, so the later rows are not comparable with the earlier ones",session data README or session log
2026-09-19-bench,cas2.log,sessions/data/2026-09-19-bench/cas2.log,log,1259,13,free text,first line: 02:50:21 t= 321.8s TOUCH Z 8768 (low) lock-in I(-)1452 I(+)1400 diff -52 se 28 -> undecide,catch-and-scan run 2: the gold arrived 02:50:21 by creep; ten +-500 lock-ins all undecided,scripts/catch_and_scan.py,38229 = sample -0.5 V,"swept, then lock-in at the touch",lock-in at +-500 counts,sessions/2026-09-19-bench.md 3.12,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,taken with the BENT tip,session data README or session log
2026-09-19-bench,cas3.log,sessions/data/2026-09-19-bench/cas3.log,log,0,0,EMPTY FILE,,catch-and-scan run waiting after a new-tip hand-set: NO TOUCH,scripts/catch_and_scan.py,38229 = sample -0.5 V,swept,runs 5 and 6 were stopped for re-sets,sessions/data/2026-09-19-bench/README.md,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"THE FILE IS ZERO BYTES. The tool prints only on a touch, so an empty file is the record of 'nothing happened'. It is not a truncated file, but it also carries no timestamp, no duration and no settings",session data README or session log
2026-09-19-bench,cas4.log,sessions/data/2026-09-19-bench/cas4.log,log,0,0,EMPTY FILE,,catch-and-scan run waiting after a new-tip hand-set: NO TOUCH,scripts/catch_and_scan.py,38229 = sample -0.5 V,swept,runs 5 and 6 were stopped for re-sets,sessions/data/2026-09-19-bench/README.md,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"THE FILE IS ZERO BYTES. The tool prints only on a touch, so an empty file is the record of 'nothing happened'. It is not a truncated file, but it also carries no timestamp, no duration and no settings",session data README or session log
2026-09-19-bench,cas5.log,sessions/data/2026-09-19-bench/cas5.log,log,0,0,EMPTY FILE,,catch-and-scan run waiting after a new-tip hand-set: NO TOUCH,scripts/catch_and_scan.py,38229 = sample -0.5 V,swept,runs 5 and 6 were stopped for re-sets,sessions/data/2026-09-19-bench/README.md,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"THE FILE IS ZERO BYTES. The tool prints only on a touch, so an empty file is the record of 'nothing happened'. It is not a truncated file, but it also carries no timestamp, no duration and no settings",session data README or session log
2026-09-19-bench,cas6.log,sessions/data/2026-09-19-bench/cas6.log,log,0,0,EMPTY FILE,,catch-and-scan run waiting after a new-tip hand-set: NO TOUCH,scripts/catch_and_scan.py,38229 = sample -0.5 V,swept,runs 5 and 6 were stopped for re-sets,sessions/data/2026-09-19-bench/README.md,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"THE FILE IS ZERO BYTES. The tool prints only on a touch, so an empty file is the record of 'nothing happened'. It is not a truncated file, but it also carries no timestamp, no duration and no settings",session data README or session log
2026-09-19-bench,cas7.log,sessions/data/2026-09-19-bench/cas7.log,log,0,0,EMPTY FILE,,catch-and-scan run waiting after a new-tip hand-set: NO TOUCH,scripts/catch_and_scan.py,38229 = sample -0.5 V,swept,runs 5 and 6 were stopped for re-sets,sessions/data/2026-09-19-bench/README.md,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"THE FILE IS ZERO BYTES. The tool prints only on a touch, so an empty file is the record of 'nothing happened'. It is not a truncated file, but it also carries no timestamp, no duration and no settings",session data README or session log
2026-09-19-bench,cas8.log,sessions/data/2026-09-19-bench/cas8.log,log,3064,20,free text,first line: 03:47:08    retry at +-2000: I(-)32767 I(+)32767 diff +0 se 0,"the lock-in at the hard contact of approach_big: all readings railed, direction undecided",scripts/catch_and_scan.py,38229 = sample -0.5 V,midscale,lock-in +-2000,sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,cas8_chmap_t1_scan_1789789628.csv,sessions/data/2026-09-19-bench/cas8_chmap_t1_scan_1789789628.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,constant-height current map taken at the railed contact,scripts/chmap.py,38229 = sample -0.5 V,fixed at the contact,"cell = averaged CURRENT in ADC counts at a fixed Z, NOT a Z code; 21 X points, 11 Y lines, 8 reads per pixel",sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","SATURATED: every pixel is at the ADC rail (32,767). The data README calls these saturated and they carry no information about the surface",,session data README or session log
2026-09-19-bench,cas8_chmap_t1_scan_1789789632.csv,sessions/data/2026-09-19-bench/cas8_chmap_t1_scan_1789789632.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,constant-height current map taken at the railed contact,scripts/chmap.py,38229 = sample -0.5 V,fixed at the contact,"cell = averaged CURRENT in ADC counts at a fixed Z, NOT a Z code; 21 X points, 11 Y lines, 8 reads per pixel",sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","SATURATED: every pixel is at the ADC rail (32,767). The data README calls these saturated and they carry no information about the surface",,session data README or session log
2026-09-19-bench,cas8_chmap_t1_xheld_1789789630.csv,sessions/data/2026-09-19-bench/cas8_chmap_t1_xheld_1789789630.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,X-HELD CONTROL taken at the railed contact,scripts/chmap.py,38229 = sample -0.5 V,fixed at the contact,"cell = averaged CURRENT in ADC counts at a fixed Z, NOT a Z code; 21 X points, 11 Y lines, 8 reads per pixel",sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","SATURATED: every pixel is at the ADC rail (32,767). The data README calls these saturated and they carry no information about the surface",,session data README or session log
2026-09-19-bench,cas8_chmap_t2_scan_1789789635.csv,sessions/data/2026-09-19-bench/cas8_chmap_t2_scan_1789789635.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,constant-height current map taken at the railed contact,scripts/chmap.py,38229 = sample -0.5 V,fixed at the contact,"cell = averaged CURRENT in ADC counts at a fixed Z, NOT a Z code; 21 X points, 11 Y lines, 8 reads per pixel",sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","SATURATED: every pixel is at the ADC rail (32,767). The data README calls these saturated and they carry no information about the surface",,session data README or session log
2026-09-19-bench,cas8_chmap_t2_scan_1789789639.csv,sessions/data/2026-09-19-bench/cas8_chmap_t2_scan_1789789639.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,constant-height current map taken at the railed contact,scripts/chmap.py,38229 = sample -0.5 V,fixed at the contact,"cell = averaged CURRENT in ADC counts at a fixed Z, NOT a Z code; 21 X points, 11 Y lines, 8 reads per pixel",sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","SATURATED: every pixel is at the ADC rail (32,767). The data README calls these saturated and they carry no information about the surface",,session data README or session log
2026-09-19-bench,cas8_chmap_t2_xheld_1789789638.csv,sessions/data/2026-09-19-bench/cas8_chmap_t2_xheld_1789789638.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,X-HELD CONTROL taken at the railed contact,scripts/chmap.py,38229 = sample -0.5 V,fixed at the contact,"cell = averaged CURRENT in ADC counts at a fixed Z, NOT a Z code; 21 X points, 11 Y lines, 8 reads per pixel",sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","SATURATED: every pixel is at the ADC rail (32,767). The data README calls these saturated and they carry no information about the surface",,session data README or session log
2026-09-19-bench,cas8_chmap_t3_scan_1789789643.csv,sessions/data/2026-09-19-bench/cas8_chmap_t3_scan_1789789643.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,constant-height current map taken at the railed contact,scripts/chmap.py,38229 = sample -0.5 V,fixed at the contact,"cell = averaged CURRENT in ADC counts at a fixed Z, NOT a Z code; 21 X points, 11 Y lines, 8 reads per pixel",sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","SATURATED: every pixel is at the ADC rail (32,767). The data README calls these saturated and they carry no information about the surface",,session data README or session log
2026-09-19-bench,cas8_chmap_t3_scan_1789789646.csv,sessions/data/2026-09-19-bench/cas8_chmap_t3_scan_1789789646.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,constant-height current map taken at the railed contact,scripts/chmap.py,38229 = sample -0.5 V,fixed at the contact,"cell = averaged CURRENT in ADC counts at a fixed Z, NOT a Z code; 21 X points, 11 Y lines, 8 reads per pixel",sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","SATURATED: every pixel is at the ADC rail (32,767). The data README calls these saturated and they carry no information about the surface",,session data README or session log
2026-09-19-bench,cas8_chmap_t3_xheld_1789789645.csv,sessions/data/2026-09-19-bench/cas8_chmap_t3_xheld_1789789645.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,X-HELD CONTROL taken at the railed contact,scripts/chmap.py,38229 = sample -0.5 V,fixed at the contact,"cell = averaged CURRENT in ADC counts at a fixed Z, NOT a Z code; 21 X points, 11 Y lines, 8 reads per pixel",sessions/2026-09-19-bench.md 3.13,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19","SATURATED: every pixel is at the ADC rail (32,767). The data README calls these saturated and they carry no information about the surface",,session data README or session log
2026-09-19-bench,cas9.log,sessions/data/2026-09-19-bench/cas9.log,log,919,12,free text,first line: 03:48:10    retry at +-2000: I(-)26237 I(+)32542 diff +6305 se 1484,"the run that settled the Z direction (HIGH toward, 4.2 sigma) and then took 4 feedback scans and 4 X-held controls",scripts/catch_and_scan.py,38229 = sample -0.5 V,"touch at 40768, then loop-controlled","lock-in +-2000: I(-) 26237, I(+) 32542, diff +6305 +- 1484; the log carries the loop's own saturated and clamped counters per run",sessions/2026-09-19-bench.md 3.14,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,cas9_scan0.csv,sessions/data/2026-09-19-bench/cas9_scan0.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,constant-current feedback scan 0 of 4,scripts/scan2.py via scripts/catch_and_scan.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, clamp 12000-48000","+-1500 X and Y, 21 x 11 pixels, loop tuned to 100 counts per decade; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back)",sessions/2026-09-19-bench.md 3.14,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,cas9_scan1.csv,sessions/data/2026-09-19-bench/cas9_scan1.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,constant-current feedback scan 1 of 4,scripts/scan2.py via scripts/catch_and_scan.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, clamp 12000-48000","+-1500 X and Y, 21 x 11 pixels, loop tuned to 100 counts per decade; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back)",sessions/2026-09-19-bench.md 3.14,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,cas9_scan2.csv,sessions/data/2026-09-19-bench/cas9_scan2.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,constant-current feedback scan 2 of 4,scripts/scan2.py via scripts/catch_and_scan.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, clamp 12000-48000","+-1500 X and Y, 21 x 11 pixels, loop tuned to 100 counts per decade; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back)",sessions/2026-09-19-bench.md 3.14,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
2026-09-19-bench,cas9_scan3.csv,sessions/data/2026-09-19-bench/cas9_scan3.csv,csv,3135,22,"y, dir, then 21 X DAC codes 31268..34268",22 pass rows,constant-current feedback scan 3 of 4,scripts/scan2.py via scripts/catch_and_scan.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, clamp 12000-48000","+-1500 X and Y, 21 x 11 pixels, loop tuned to 100 counts per decade; cell = the Z DAC code the feedback loop needed to hold the setpoint; column header = X DAC code; first column = Y DAC code; two rows per line (fwd and back)",sessions/2026-09-19-bench.md 3.14,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,session data README or session log
